date,product,units_sold,price,stock_level
2024-10-18,Bluetooth Speaker,45,973.89,1421
2024-10-19,Bluetooth Speaker,44,1005.36,2252
2024-10-20,Bluetooth Speaker,30,1001.36,2222
2024-10-21,Bluetooth Speaker,42,1011.83,2180
2024-10-22,Bluetooth Speaker,40,1031.81,2140
2024-10-23,Bluetooth Speaker,41,1019.87,2099
2024-10-24,Bluetooth Speaker,41,950.28,2058
2024-10-25,Bluetooth Speaker,45,991.95,2013
2024-10-26,Bluetooth Speaker,43,1024.74,1970
2024-10-27,Bluetooth Speaker,53,1009.11,1917
2024-10-28,Bluetooth Speaker,45,989.84,1872
2024-10-29,Bluetooth Speaker,38,1003.8,1834
2024-10-30,Bluetooth Speaker,44,1006.26,1790
2024-10-31,Bluetooth Speaker,42,991.81,1748
2024-11-01,Bluetooth Speaker,47,1036.77,1701
2024-11-02,Bluetooth Speaker,55,997.92,2521
2024-11-03,Bluetooth Speaker,46,1002.79,2475
2024-11-04,Bluetooth Speaker,71,760.82,2404
2024-11-05,Bluetooth Speaker,53,871.01,2351
2024-11-06,Bluetooth Speaker,45,838.32,2306
2024-11-07,Bluetooth Speaker,61,978.97,2245
2024-11-08,Bluetooth Speaker,47,976.9,2198
2024-11-09,Bluetooth Speaker,61,1015.91,2137
2024-11-10,Bluetooth Speaker,57,988.22,2080
2024-11-11,Bluetooth Speaker,69,741.83,2011
2024-11-12,Bluetooth Speaker,59,800.4,1952
2024-11-13,Bluetooth Speaker,76,712.8,1876
2024-11-14,Bluetooth Speaker,70,741.74,1806
2024-11-15,Bluetooth Speaker,44,1016.6,1762
2024-11-16,Bluetooth Speaker,54,982.31,2583
2024-11-17,Bluetooth Speaker,51,1002.4,2532
2024-11-18,Bluetooth Speaker,47,1018.82,2485
2024-11-19,Bluetooth Speaker,45,1001.91,2440
2024-11-20,Bluetooth Speaker,42,1000.41,2398
2024-11-21,Bluetooth Speaker,46,966.58,2352
2024-11-22,Bluetooth Speaker,60,985.12,2292
2024-11-23,Bluetooth Speaker,55,1025.06,2237
2024-11-24,Bluetooth Speaker,41,983.28,2196
2024-11-25,Bluetooth Speaker,46,1010.15,2150
2024-11-26,Bluetooth Speaker,46,1025.39,2104
2024-11-27,Bluetooth Speaker,42,980.23,2062
2024-11-28,Bluetooth Speaker,43,1001.02,2019
2024-11-29,Bluetooth Speaker,43,986.03,1976
2024-11-30,Bluetooth Speaker,55,969.02,2796
2024-12-01,Bluetooth Speaker,57,1021.12,2739
2024-12-02,Bluetooth Speaker,50,984.15,2689
2024-12-03,Bluetooth Speaker,48,1013.31,2641
2024-12-04,Bluetooth Speaker,54,999.16,2587
2024-12-05,Bluetooth Speaker,54,962.78,2533
2024-12-06,Bluetooth Speaker,51,1010.5,2482
2024-12-07,Bluetooth Speaker,62,982.88,2420
2024-12-08,Bluetooth Speaker,64,987.79,2356
2024-12-09,Bluetooth Speaker,59,987.34,2297
2024-12-10,Bluetooth Speaker,52,991.85,2245
2024-12-11,Bluetooth Speaker,67,827.63,2178
2024-12-12,Bluetooth Speaker,70,851.78,2108
2024-12-13,Bluetooth Speaker,67,848.43,2041
2024-12-14,Bluetooth Speaker,57,992.47,2859
2024-12-15,Bluetooth Speaker,42,1043.79,2817
2024-12-16,Bluetooth Speaker,46,998.93,2771
2024-12-17,Bluetooth Speaker,49,1015.25,2722
2024-12-18,Bluetooth Speaker,76,764.69,2646
2024-12-19,Bluetooth Speaker,65,803.91,2581
2024-12-20,Bluetooth Speaker,70,845.31,2511
2024-12-21,Bluetooth Speaker,69,838.33,2442
2024-12-22,Bluetooth Speaker,52,1034.66,2390
2024-12-23,Bluetooth Speaker,44,1016.07,2346
2024-12-24,Bluetooth Speaker,65,1002.58,2281
2024-12-25,Bluetooth Speaker,54,1031.1,2227
2024-12-26,Bluetooth Speaker,58,979.24,2169
2024-12-27,Bluetooth Speaker,49,1030.99,2120
2024-12-28,Bluetooth Speaker,53,1035.74,2942
2024-12-29,Bluetooth Speaker,63,994.26,2879
2024-12-30,Bluetooth Speaker,53,972.91,2826
2024-12-31,Bluetooth Speaker,58,992.04,2768
2025-01-01,Bluetooth Speaker,35,1005.26,2733
2025-01-02,Bluetooth Speaker,37,972.65,2696
2025-01-03,Bluetooth Speaker,25,1010.57,2671
2025-01-04,Bluetooth Speaker,39,1013.65,2632
2025-01-05,Bluetooth Speaker,43,981.4,2589
2025-01-06,Bluetooth Speaker,32,1008.01,2557
2025-01-07,Bluetooth Speaker,38,999.5,2519
2025-01-08,Bluetooth Speaker,32,1018.46,2487
2025-01-09,Bluetooth Speaker,30,1038.5,2457
2025-01-10,Bluetooth Speaker,36,997.69,2421
2025-01-11,Bluetooth Speaker,40,998.65,3256
2025-01-12,Bluetooth Speaker,54,951.9,3202
2025-01-13,Bluetooth Speaker,28,1010.6,3174
2025-01-14,Bluetooth Speaker,54,741.57,3120
2025-01-15,Bluetooth Speaker,46,822.19,3074
2025-01-16,Bluetooth Speaker,42,791.63,3032
2025-01-17,Bluetooth Speaker,27,972.71,3005
2025-01-18,Bluetooth Speaker,33,982.78,2972
2025-01-19,Bluetooth Speaker,38,958.75,2934
2025-01-20,Bluetooth Speaker,36,1007.06,2898
2025-01-21,Bluetooth Speaker,31,968.31,2867
2025-01-22,Bluetooth Speaker,37,910.57,2830
2025-01-23,Bluetooth Speaker,42,888.93,2788
2025-01-24,Bluetooth Speaker,24,1039.7,2764
2025-01-25,Bluetooth Speaker,32,1023.21,3607
2025-01-26,Bluetooth Speaker,41,988.43,3566
2025-01-27,Bluetooth Speaker,39,1010.89,3527
2025-01-28,Bluetooth Speaker,37,981.61,3490
2025-01-29,Bluetooth Speaker,48,992.35,3442
2025-01-30,Bluetooth Speaker,47,774.79,3395
2025-01-31,Bluetooth Speaker,45,844.84,3350
2025-02-01,Bluetooth Speaker,55,862.03,3295
2025-02-02,Bluetooth Speaker,40,977.04,3255
2025-02-03,Bluetooth Speaker,35,986.45,3220
2025-02-04,Bluetooth Speaker,38,992.03,3182
2025-02-05,Bluetooth Speaker,42,995.57,3140
2025-02-06,Bluetooth Speaker,32,969.68,3108
2025-02-07,Bluetooth Speaker,37,981.92,3071
2025-02-08,Bluetooth Speaker,42,1024.08,3904
2025-02-09,Bluetooth Speaker,45,957.4,3859
2025-02-10,Bluetooth Speaker,47,1002.65,3812
2025-02-11,Bluetooth Speaker,30,1014.69,3782
2025-02-12,Bluetooth Speaker,46,878.31,3736
2025-02-13,Bluetooth Speaker,47,850.48,3689
2025-02-14,Bluetooth Speaker,38,964.45,3651
2025-02-15,Bluetooth Speaker,39,1018.44,3612
2025-02-16,Bluetooth Speaker,35,1002.74,3577
2025-02-17,Bluetooth Speaker,41,1021.43,3536
2025-02-18,Bluetooth Speaker,40,1028.88,3496
2025-02-19,Bluetooth Speaker,47,980.79,3449
2025-02-20,Bluetooth Speaker,33,991.29,3416
2025-02-21,Bluetooth Speaker,42,965.61,3374
2025-02-22,Bluetooth Speaker,39,1006.4,4210
2025-02-23,Bluetooth Speaker,42,983.88,4168
2025-02-24,Bluetooth Speaker,37,1026.67,4131
2025-02-25,Bluetooth Speaker,41,1015.87,4090
2025-02-26,Bluetooth Speaker,27,997.45,4063
2025-02-27,Bluetooth Speaker,35,1040.26,4028
2025-02-28,Bluetooth Speaker,31,1011.17,3997
2025-03-01,Bluetooth Speaker,42,1011.52,3955
2025-03-02,Bluetooth Speaker,44,986.02,3911
2025-03-03,Bluetooth Speaker,36,976.84,3875
2025-03-04,Bluetooth Speaker,29,995.44,3846
2025-03-05,Bluetooth Speaker,38,944.28,3808
2025-03-06,Bluetooth Speaker,39,1001.96,3769
2025-03-07,Bluetooth Speaker,41,984.77,3728
2025-03-08,Bluetooth Speaker,59,748.86,4544
2025-03-09,Bluetooth Speaker,55,863.11,4489
2025-03-10,Bluetooth Speaker,42,989.12,4447
2025-03-11,Bluetooth Speaker,34,997.68,4413
2025-03-12,Bluetooth Speaker,42,1007.57,4371
2025-03-13,Bluetooth Speaker,36,1014.6,4335
2025-03-14,Bluetooth Speaker,35,993.85,4300
2025-03-15,Bluetooth Speaker,43,1007.56,4257
2025-03-16,Bluetooth Speaker,47,966.0,4210
2025-03-17,Bluetooth Speaker,40,1005.03,4170
2025-03-18,Bluetooth Speaker,47,970.8,4123
2025-03-19,Bluetooth Speaker,51,758.38,4072
2025-03-20,Bluetooth Speaker,52,866.34,4020
2025-03-21,Bluetooth Speaker,32,991.0,3988
2025-03-22,Bluetooth Speaker,45,946.57,4818
2025-03-23,Bluetooth Speaker,31,1015.48,4787
2025-03-24,Bluetooth Speaker,42,1015.4,4745
2025-03-25,Bluetooth Speaker,53,827.2,4692
2025-03-26,Bluetooth Speaker,54,738.99,4638
2025-03-27,Bluetooth Speaker,32,999.11,4606
2025-03-28,Bluetooth Speaker,28,962.87,4578
2025-03-29,Bluetooth Speaker,36,1017.06,4542
2025-03-30,Bluetooth Speaker,43,1019.37,4499
2025-03-31,Bluetooth Speaker,32,1020.88,4467
2025-04-01,Bluetooth Speaker,53,796.15,4414
2025-04-02,Bluetooth Speaker,57,798.67,4357
2025-04-03,Bluetooth Speaker,37,979.49,4320
2025-04-04,Bluetooth Speaker,25,1006.15,4295
2025-04-05,Bluetooth Speaker,50,985.47,5120
2025-04-06,Bluetooth Speaker,52,998.02,5068
2025-04-07,Bluetooth Speaker,36,1023.75,5032
2025-04-08,Bluetooth Speaker,41,1000.4,4991
2025-04-09,Bluetooth Speaker,35,979.34,4956
2025-04-10,Bluetooth Speaker,64,756.4,4892
2025-04-11,Bluetooth Speaker,43,815.26,4849
2025-04-12,Bluetooth Speaker,64,793.56,4785
2025-04-13,Bluetooth Speaker,61,820.3,4724
2025-04-14,Bluetooth Speaker,43,993.95,4681
2025-04-15,Bluetooth Speaker,32,980.08,4649
2025-04-16,Bluetooth Speaker,40,1031.09,4609
2025-04-17,Bluetooth Speaker,32,999.73,4577
2025-04-18,Bluetooth Speaker,36,991.41,4541
2025-04-19,Bluetooth Speaker,41,995.24,5375
2025-04-20,Bluetooth Speaker,50,1014.89,5325
2025-04-21,Bluetooth Speaker,35,1015.05,5290
2025-04-22,Bluetooth Speaker,37,1012.07,5253
2025-04-23,Bluetooth Speaker,37,992.45,5216
2025-04-24,Bluetooth Speaker,37,1028.61,5179
2025-04-25,Bluetooth Speaker,37,1004.26,5142
2025-04-26,Bluetooth Speaker,42,999.24,5100
2025-04-27,Bluetooth Speaker,41,988.22,5059
2025-04-28,Bluetooth Speaker,33,1008.22,5026
2025-04-29,Bluetooth Speaker,22,995.36,5004
2025-04-30,Bluetooth Speaker,68,736.07,4936
2025-05-01,Bluetooth Speaker,50,756.26,4886
2025-05-02,Bluetooth Speaker,46,869.27,4840
2025-05-03,Bluetooth Speaker,54,812.69,5661
2025-05-04,Bluetooth Speaker,45,986.07,5616
2025-05-05,Bluetooth Speaker,39,956.7,5577
2025-05-06,Bluetooth Speaker,36,1031.29,5541
2025-05-07,Bluetooth Speaker,27,985.04,5514
2025-05-08,Bluetooth Speaker,47,1019.31,5467
2025-05-09,Bluetooth Speaker,34,997.16,5433
2025-05-10,Bluetooth Speaker,38,1040.15,5395
2025-05-11,Bluetooth Speaker,31,1026.84,5364
2025-05-12,Bluetooth Speaker,37,985.63,5327
2025-05-13,Bluetooth Speaker,27,1058.86,5300
2025-05-14,Bluetooth Speaker,36,1011.32,5264
2025-05-15,Bluetooth Speaker,38,978.12,5226
2025-05-16,Bluetooth Speaker,55,843.62,5171
2025-05-17,Bluetooth Speaker,51,819.14,5995
2025-05-18,Bluetooth Speaker,54,866.8,5941
2025-05-19,Bluetooth Speaker,32,989.44,5909
2025-05-20,Bluetooth Speaker,37,966.01,5872
2025-05-21,Bluetooth Speaker,35,979.01,5837
2025-05-22,Bluetooth Speaker,40,1006.59,5797
2025-05-23,Bluetooth Speaker,39,990.27,5758
2025-05-24,Bluetooth Speaker,49,983.36,5709
2025-05-25,Bluetooth Speaker,46,1011.02,5663
2025-05-26,Bluetooth Speaker,37,1026.05,5626
2025-05-27,Bluetooth Speaker,36,1006.74,5590
2025-05-28,Bluetooth Speaker,34,1006.34,5556
2025-05-29,Bluetooth Speaker,35,967.3,5521
2025-05-30,Bluetooth Speaker,35,986.49,5486
2025-05-31,Bluetooth Speaker,69,755.27,6292
2025-06-01,Bluetooth Speaker,67,770.69,6225
2025-06-02,Bluetooth Speaker,60,895.83,6165
2025-06-03,Bluetooth Speaker,45,818.57,6120
2025-06-04,Bluetooth Speaker,61,789.44,6059
2025-06-05,Bluetooth Speaker,38,1028.54,6021
2025-06-06,Bluetooth Speaker,29,1008.73,5992
2025-06-07,Bluetooth Speaker,44,1003.78,5948
2025-06-08,Bluetooth Speaker,43,1008.93,5905
2025-06-09,Bluetooth Speaker,28,996.9,5877
2025-06-10,Bluetooth Speaker,31,1013.8,5846
2025-06-11,Bluetooth Speaker,31,1021.14,5815
2025-06-12,Bluetooth Speaker,46,857.46,5769
2025-06-13,Bluetooth Speaker,60,808.58,5709
2025-06-14,Bluetooth Speaker,45,968.51,6539
2025-06-15,Bluetooth Speaker,41,1017.15,6498
2025-06-16,Bluetooth Speaker,33,980.12,6465
2025-06-17,Bluetooth Speaker,36,1034.38,6429
2025-06-18,Bluetooth Speaker,48,1005.77,6381
2025-06-19,Bluetooth Speaker,30,1028.21,6351
2025-06-20,Bluetooth Speaker,50,762.66,6301
2025-06-21,Bluetooth Speaker,63,825.03,6238
2025-06-22,Bluetooth Speaker,53,829.37,6185
2025-06-23,Bluetooth Speaker,36,909.26,6149
2025-06-24,Bluetooth Speaker,56,741.99,6093
2025-06-25,Bluetooth Speaker,41,998.47,6052
2025-06-26,Bluetooth Speaker,24,1025.57,6028
2025-06-27,Bluetooth Speaker,26,1012.88,6002
2025-06-28,Bluetooth Speaker,42,982.21,6835
2025-06-29,Bluetooth Speaker,34,1039.41,6801
2025-06-30,Bluetooth Speaker,36,1010.16,6765
2025-07-01,Bluetooth Speaker,44,1005.07,6721
2025-07-02,Bluetooth Speaker,40,977.82,6681
2025-07-03,Bluetooth Speaker,41,1005.29,6640
2025-07-04,Bluetooth Speaker,35,1003.01,6605
2025-07-05,Bluetooth Speaker,37,997.39,6568
2025-07-06,Bluetooth Speaker,41,1027.65,6527
2025-07-07,Bluetooth Speaker,37,987.72,6490
2025-07-08,Bluetooth Speaker,36,982.48,6454
2025-07-09,Bluetooth Speaker,37,960.32,6417
2025-07-10,Bluetooth Speaker,32,996.33,6385
2025-07-11,Bluetooth Speaker,31,1037.43,6354
2025-07-12,Bluetooth Speaker,35,1038.86,7194
2025-07-13,Bluetooth Speaker,49,999.11,7145
2025-07-14,Bluetooth Speaker,34,1005.14,7111
2025-07-15,Bluetooth Speaker,39,1000.51,7072
2025-07-16,Bluetooth Speaker,34,992.67,7038
2025-07-17,Bluetooth Speaker,30,1023.48,7008
2025-07-18,Bluetooth Speaker,42,1006.58,6966
2025-07-19,Bluetooth Speaker,40,973.99,6926
2025-07-20,Bluetooth Speaker,48,993.66,6878
2025-07-21,Bluetooth Speaker,32,966.66,6846
2025-07-22,Bluetooth Speaker,36,1011.4,6810
2025-07-23,Bluetooth Speaker,40,1010.69,6770
2025-07-24,Bluetooth Speaker,31,1022.74,6739
2025-07-25,Bluetooth Speaker,36,972.56,6703
2025-07-26,Bluetooth Speaker,30,1022.09,7548
2025-07-27,Bluetooth Speaker,60,799.01,7488
2025-07-28,Bluetooth Speaker,50,837.61,7438
2025-07-29,Bluetooth Speaker,49,827.88,7389
2025-07-30,Bluetooth Speaker,36,872.37,7353
2025-07-31,Bluetooth Speaker,40,889.17,7313
2025-08-01,Bluetooth Speaker,38,998.2,7275
2025-08-02,Bluetooth Speaker,41,985.32,7234
2025-08-03,Bluetooth Speaker,29,1044.7,7205
2025-08-04,Bluetooth Speaker,41,977.29,7164
2025-08-05,Bluetooth Speaker,32,985.52,7132
2025-08-06,Bluetooth Speaker,36,1005.46,7096
2025-08-07,Bluetooth Speaker,39,972.43,7057
2025-08-08,Bluetooth Speaker,29,1022.21,7028
2025-08-09,Bluetooth Speaker,46,998.32,7857
2025-08-10,Bluetooth Speaker,35,995.01,7822
2025-08-11,Bluetooth Speaker,31,978.43,7791
2025-08-12,Bluetooth Speaker,43,961.92,7748
2025-08-13,Bluetooth Speaker,36,1016.97,7712
2025-08-14,Bluetooth Speaker,55,759.81,7657
2025-08-15,Bluetooth Speaker,46,841.28,7611
2025-08-16,Bluetooth Speaker,55,778.78,7556
2025-08-17,Bluetooth Speaker,54,823.43,7502
2025-08-18,Bluetooth Speaker,50,817.07,7452
2025-08-19,Bluetooth Speaker,28,1016.72,7424
2025-08-20,Bluetooth Speaker,34,988.36,7390
2025-08-21,Bluetooth Speaker,37,1015.13,7353
2025-08-22,Bluetooth Speaker,29,984.94,7324
2025-08-23,Bluetooth Speaker,27,993.92,8172
2025-08-24,Bluetooth Speaker,59,780.39,8113
2025-08-25,Bluetooth Speaker,48,843.34,8065
2025-08-26,Bluetooth Speaker,34,823.2,8031
2025-08-27,Bluetooth Speaker,50,781.47,7981
2025-08-28,Bluetooth Speaker,32,980.11,7949
2025-08-29,Bluetooth Speaker,36,1002.42,7913
2025-08-30,Bluetooth Speaker,30,999.25,7883
2025-08-31,Bluetooth Speaker,37,990.86,7846
2025-09-01,Bluetooth Speaker,36,1027.48,7810
2025-09-02,Bluetooth Speaker,36,1012.55,7774
2025-09-03,Bluetooth Speaker,32,1015.96,7742
2025-09-04,Bluetooth Speaker,34,1008.09,7708
2025-09-05,Bluetooth Speaker,30,998.25,7678
2025-09-06,Bluetooth Speaker,39,998.13,8514
2025-09-07,Bluetooth Speaker,35,975.93,8479
2025-09-08,Bluetooth Speaker,26,1010.28,8453
2025-09-09,Bluetooth Speaker,36,1006.41,8417
2025-09-10,Bluetooth Speaker,42,997.7,8375
2025-09-11,Bluetooth Speaker,34,1018.73,8341
2025-09-12,Bluetooth Speaker,32,1013.36,8309
2025-09-13,Bluetooth Speaker,60,762.78,8249
2025-09-14,Bluetooth Speaker,45,827.1,8204
2025-09-15,Bluetooth Speaker,41,909.15,8163
2025-09-16,Bluetooth Speaker,44,867.46,8119
2025-09-17,Bluetooth Speaker,26,1025.8,8093
2025-09-18,Bluetooth Speaker,38,1002.91,8055
2025-09-19,Bluetooth Speaker,38,967.75,8017
2025-09-20,Bluetooth Speaker,41,997.35,8851
2025-09-21,Bluetooth Speaker,45,982.1,8806
2025-09-22,Bluetooth Speaker,41,1008.8,8765
2025-09-23,Bluetooth Speaker,35,987.97,8730
2025-09-24,Bluetooth Speaker,44,777.91,8686
2025-09-25,Bluetooth Speaker,52,802.68,8634
2025-09-26,Bluetooth Speaker,35,1006.85,8599
2025-09-27,Bluetooth Speaker,35,995.24,8564
2025-09-28,Bluetooth Speaker,48,992.34,8516
2025-09-29,Bluetooth Speaker,35,1011.64,8481
2025-09-30,Bluetooth Speaker,34,973.8,8447
2025-10-01,Bluetooth Speaker,42,1003.58,8405
2025-10-02,Bluetooth Speaker,68,743.65,8337
2025-10-03,Bluetooth Speaker,53,835.21,8284
2025-10-04,Bluetooth Speaker,48,999.63,9111
2025-10-05,Bluetooth Speaker,49,1002.79,9062
2025-10-06,Bluetooth Speaker,47,989.31,9015
2025-10-07,Bluetooth Speaker,50,911.31,8965
2025-10-08,Bluetooth Speaker,51,959.12,8914
2025-10-09,Bluetooth Speaker,39,1017.74,8875
2025-10-10,Bluetooth Speaker,45,1007.91,8830
2025-10-11,Bluetooth Speaker,52,826.39,8778
2025-10-12,Bluetooth Speaker,77,760.3,8701
2025-10-13,Bluetooth Speaker,35,959.28,8666
2025-10-14,Bluetooth Speaker,42,967.17,8624
2025-10-15,Bluetooth Speaker,46,970.42,8578
2025-10-16,Bluetooth Speaker,40,988.05,8538
2025-10-17,Bluetooth Speaker,40,992.36,8498
2025-10-18,Bluetooth Speaker,47,1006.57,9326
2025-10-19,Bluetooth Speaker,51,1004.72,9275
2025-10-20,Bluetooth Speaker,39,1005.35,9236
2025-10-21,Bluetooth Speaker,36,1009.45,9200
2025-10-22,Bluetooth Speaker,46,882.51,9154
2025-10-23,Bluetooth Speaker,59,793.62,9095
2025-10-24,Bluetooth Speaker,59,883.61,9036
2025-10-25,Bluetooth Speaker,42,991.41,8994
2025-10-26,Bluetooth Speaker,57,964.36,8937
2025-10-27,Bluetooth Speaker,35,1011.0,8902
2025-10-28,Bluetooth Speaker,39,991.97,8863
2025-10-29,Bluetooth Speaker,51,1012.17,8812
2025-10-30,Bluetooth Speaker,37,991.07,8775
2025-10-31,Bluetooth Speaker,47,993.43,8728
2025-11-01,Bluetooth Speaker,47,999.41,9556
2025-11-02,Bluetooth Speaker,53,1019.24,9503
2025-11-03,Bluetooth Speaker,51,983.08,9452
2025-11-04,Bluetooth Speaker,58,1006.65,9394
2025-11-05,Bluetooth Speaker,46,994.18,9348
2025-11-06,Bluetooth Speaker,62,828.81,9286
2025-11-07,Bluetooth Speaker,73,875.0,9213
2025-11-08,Bluetooth Speaker,65,804.72,9148
2025-11-09,Bluetooth Speaker,62,840.1,9086
2025-11-10,Bluetooth Speaker,67,841.91,9019
2025-11-11,Bluetooth Speaker,44,999.85,8975
2025-11-12,Bluetooth Speaker,48,1008.04,8927
2025-11-13,Bluetooth Speaker,48,1021.67,8879
2025-11-14,Bluetooth Speaker,48,1010.66,8831
2025-11-15,Bluetooth Speaker,41,1016.35,9665
2025-11-16,Bluetooth Speaker,53,984.29,9612
2025-11-17,Bluetooth Speaker,51,1005.49,9561
2025-11-18,Bluetooth Speaker,48,981.57,9513
2025-11-19,Bluetooth Speaker,48,995.24,9465
2025-11-20,Bluetooth Speaker,45,1047.18,9420
2025-11-21,Bluetooth Speaker,54,872.26,9366
2025-11-22,Bluetooth Speaker,77,792.37,9289
2025-11-23,Bluetooth Speaker,54,1023.05,9235
2025-11-24,Bluetooth Speaker,58,1021.19,9177
2025-11-25,Bluetooth Speaker,47,1001.33,9130
2025-11-26,Bluetooth Speaker,45,987.03,9085
2025-11-27,Bluetooth Speaker,45,975.35,9040
2025-11-28,Bluetooth Speaker,51,884.0,8989
2025-11-29,Bluetooth Speaker,87,765.01,9777
2025-11-30,Bluetooth Speaker,69,892.72,9708
2025-12-01,Bluetooth Speaker,78,835.79,9630
2025-12-02,Bluetooth Speaker,64,866.71,9566
2025-12-03,Bluetooth Speaker,43,989.61,9523
2025-12-04,Bluetooth Speaker,46,1021.33,9477
2025-12-05,Bluetooth Speaker,50,979.79,9427
2025-12-06,Bluetooth Speaker,80,831.72,9347
2025-12-07,Bluetooth Speaker,73,845.15,9274
2025-12-08,Bluetooth Speaker,72,807.41,9202
2025-12-09,Bluetooth Speaker,63,804.45,9139
2025-12-10,Bluetooth Speaker,49,1001.92,9090
2025-12-11,Bluetooth Speaker,54,1009.14,9036
2025-12-12,Bluetooth Speaker,48,991.18,8988
2025-12-13,Bluetooth Speaker,58,1003.17,9805
2025-12-14,Bluetooth Speaker,96,747.31,9709
2025-12-15,Bluetooth Speaker,68,773.75,9641
2025-12-16,Bluetooth Speaker,73,790.0,9568
2025-12-17,Bluetooth Speaker,78,782.55,9490
2025-12-18,Bluetooth Speaker,56,1018.22,9434
2025-12-19,Bluetooth Speaker,69,843.37,9365
2025-12-20,Bluetooth Speaker,93,732.78,9272
2025-12-21,Bluetooth Speaker,80,855.85,9192
2025-12-22,Bluetooth Speaker,55,1025.28,9137
2025-12-23,Bluetooth Speaker,55,978.28,9082
2025-12-24,Bluetooth Speaker,83,774.48,8999
2025-12-25,Bluetooth Speaker,76,777.74,8923
2025-12-26,Bluetooth Speaker,56,941.52,8867
2025-12-27,Bluetooth Speaker,66,973.44,9676
2025-12-28,Bluetooth Speaker,66,986.07,9610
2025-12-29,Bluetooth Speaker,47,1021.62,9563
2025-12-30,Bluetooth Speaker,55,997.8,9508
2025-12-31,Bluetooth Speaker,61,1006.36,9447
2026-01-01,Bluetooth Speaker,40,994.31,9407
2026-01-02,Bluetooth Speaker,39,1038.93,9368
2026-01-03,Bluetooth Speaker,44,994.67,9324
2026-01-04,Bluetooth Speaker,42,1007.67,9282
2026-01-05,Bluetooth Speaker,56,837.52,9226
2026-01-06,Bluetooth Speaker,44,819.91,9182
2026-01-07,Bluetooth Speaker,61,782.93,9121
2026-01-08,Bluetooth Speaker,41,897.01,9080
2026-01-09,Bluetooth Speaker,52,786.21,9028
2026-01-10,Bluetooth Speaker,43,1001.75,9860
2026-01-11,Bluetooth Speaker,50,994.15,9810
2026-01-12,Bluetooth Speaker,30,974.94,9780
2026-01-13,Bluetooth Speaker,40,996.94,9740
2026-01-14,Bluetooth Speaker,40,874.68,9700
2026-01-15,Bluetooth Speaker,42,801.39,9658
2026-01-16,Bluetooth Speaker,60,752.9,9598
2026-01-17,Bluetooth Speaker,47,817.27,9551
2026-01-18,Bluetooth Speaker,49,756.04,9502
2026-01-19,Bluetooth Speaker,25,1023.47,9477
2026-01-20,Bluetooth Speaker,42,981.25,9435
2026-01-21,Bluetooth Speaker,42,953.58,9393
2026-01-22,Bluetooth Speaker,39,986.69,9354
2026-01-23,Bluetooth Speaker,31,1001.59,9323
2026-01-24,Bluetooth Speaker,50,970.06,10148
2026-01-25,Bluetooth Speaker,51,970.97,10097
2026-01-26,Bluetooth Speaker,40,1037.11,10057
2026-01-27,Bluetooth Speaker,37,997.3,10020
2026-01-28,Bluetooth Speaker,36,1007.74,9984
2026-01-29,Bluetooth Speaker,43,997.99,9941
2026-01-30,Bluetooth Speaker,45,787.18,9896
2026-01-31,Bluetooth Speaker,54,838.69,9842
2026-02-01,Bluetooth Speaker,27,1013.07,9815
2026-02-02,Bluetooth Speaker,34,995.78,9781
2026-02-03,Bluetooth Speaker,25,989.09,9756
2026-02-04,Bluetooth Speaker,34,1003.86,9722
2026-02-05,Bluetooth Speaker,39,969.63,9683
2026-02-06,Bluetooth Speaker,29,1003.06,9654
2026-02-07,Bluetooth Speaker,46,997.93,10483
2026-02-08,Bluetooth Speaker,49,939.34,10434
2026-02-09,Bluetooth Speaker,37,970.59,10397
2026-02-10,Bluetooth Speaker,42,966.22,10355
2026-02-11,Bluetooth Speaker,51,760.23,10304
2026-02-12,Bluetooth Speaker,51,865.39,10253
2026-02-13,Bluetooth Speaker,36,995.7,10217
2026-02-14,Bluetooth Speaker,45,996.07,10172
2026-02-15,Bluetooth Speaker,41,1008.96,10131
2026-02-16,Bluetooth Speaker,24,1016.08,10107
2026-02-17,Bluetooth Speaker,42,1031.36,10065
2026-02-18,Bluetooth Speaker,33,992.97,10032
2026-02-19,Bluetooth Speaker,31,1009.87,10001
2026-02-20,Bluetooth Speaker,34,1041.62,9967
2026-02-21,Bluetooth Speaker,48,972.13,10794
2026-02-22,Bluetooth Speaker,38,1016.52,10756
2026-02-23,Bluetooth Speaker,40,863.97,10716
2026-02-24,Bluetooth Speaker,50,856.04,10666
2026-02-25,Bluetooth Speaker,32,988.27,10634
2026-02-26,Bluetooth Speaker,32,1021.0,10602
2026-02-27,Bluetooth Speaker,39,1002.11,10563
2026-02-28,Bluetooth Speaker,45,1006.07,10518
2026-03-01,Bluetooth Speaker,39,975.96,10479
2026-03-02,Bluetooth Speaker,42,972.38,10437
2026-03-03,Bluetooth Speaker,23,1000.59,10414
2026-03-04,Bluetooth Speaker,48,981.13,10366
2026-03-05,Bluetooth Speaker,26,982.77,10340
2026-03-06,Bluetooth Speaker,32,977.0,10308
2026-03-07,Bluetooth Speaker,68,811.32,11115
2026-03-08,Bluetooth Speaker,54,792.17,11061
2026-03-09,Bluetooth Speaker,57,775.24,11004
2026-03-10,Bluetooth Speaker,41,1019.32,10963
2026-03-11,Bluetooth Speaker,35,1018.95,10928
2026-03-12,Bluetooth Speaker,35,984.84,10893
