date,product,units_sold,price,stock_level
2010-06-16,BLACK RECORD COVER FRAME,7,3.75,430
2010-06-17,BLACK RECORD COVER FRAME,5,4.52,425
2010-06-18,BLACK RECORD COVER FRAME,0,4.52,425
2010-06-19,BLACK RECORD COVER FRAME,0,4.52,425
2010-06-20,BLACK RECORD COVER FRAME,48,3.39,377
2010-06-21,BLACK RECORD COVER FRAME,0,3.39,377
2010-06-22,BLACK RECORD COVER FRAME,0,3.39,377
2010-06-23,BLACK RECORD COVER FRAME,0,3.39,377
2010-06-24,BLACK RECORD COVER FRAME,24,3.39,353
2010-06-25,BLACK RECORD COVER FRAME,8,6.17,345
2010-06-26,BLACK RECORD COVER FRAME,0,6.17,345
2010-06-27,BLACK RECORD COVER FRAME,24,3.39,321
2010-06-28,BLACK RECORD COVER FRAME,24,3.39,297
2010-06-29,BLACK RECORD COVER FRAME,0,3.39,533
2010-06-30,BLACK RECORD COVER FRAME,24,3.75,509
2010-07-01,BLACK RECORD COVER FRAME,0,3.75,509
2010-07-02,BLACK RECORD COVER FRAME,1,3.75,508
2010-07-03,BLACK RECORD COVER FRAME,0,3.75,508
2010-07-04,BLACK RECORD COVER FRAME,0,3.75,508
2010-07-05,BLACK RECORD COVER FRAME,0,3.75,508
2010-07-06,BLACK RECORD COVER FRAME,0,3.75,508
2010-07-07,BLACK RECORD COVER FRAME,96,3.39,412
2010-07-08,BLACK RECORD COVER FRAME,0,3.39,412
2010-07-09,BLACK RECORD COVER FRAME,48,3.39,364
2010-07-10,BLACK RECORD COVER FRAME,0,3.39,364
2010-07-11,BLACK RECORD COVER FRAME,0,3.39,364
2010-07-12,BLACK RECORD COVER FRAME,0,3.39,364
2010-07-13,BLACK RECORD COVER FRAME,0,3.39,533
2010-07-14,BLACK RECORD COVER FRAME,4,3.75,529
2010-07-15,BLACK RECORD COVER FRAME,24,3.39,505
2010-07-16,BLACK RECORD COVER FRAME,0,3.39,505
2010-07-17,BLACK RECORD COVER FRAME,0,3.39,505
2010-07-18,BLACK RECORD COVER FRAME,48,3.39,457
2010-07-19,BLACK RECORD COVER FRAME,0,3.39,457
2010-07-20,BLACK RECORD COVER FRAME,0,3.39,457
2010-07-21,BLACK RECORD COVER FRAME,0,3.39,457
2010-07-22,BLACK RECORD COVER FRAME,8,3.75,449
2010-07-23,BLACK RECORD COVER FRAME,0,3.75,449
2010-07-24,BLACK RECORD COVER FRAME,0,3.75,449
2010-07-25,BLACK RECORD COVER FRAME,24,3.39,425
2010-07-26,BLACK RECORD COVER FRAME,192,3.39,233
2010-07-27,BLACK RECORD COVER FRAME,52,3.42,481
2010-07-28,BLACK RECORD COVER FRAME,0,3.42,481
2010-07-29,BLACK RECORD COVER FRAME,24,3.39,457
2010-07-30,BLACK RECORD COVER FRAME,120,3.39,337
2010-07-31,BLACK RECORD COVER FRAME,0,3.39,337
2010-08-01,BLACK RECORD COVER FRAME,0,3.39,337
2010-08-02,BLACK RECORD COVER FRAME,4,3.75,333
2010-08-03,BLACK RECORD COVER FRAME,4,3.75,329
2010-08-04,BLACK RECORD COVER FRAME,3,3.75,326
2010-08-05,BLACK RECORD COVER FRAME,24,3.39,302
2010-08-06,BLACK RECORD COVER FRAME,0,3.39,302
2010-08-07,BLACK RECORD COVER FRAME,0,3.39,302
2010-08-08,BLACK RECORD COVER FRAME,0,3.39,302
2010-08-09,BLACK RECORD COVER FRAME,24,3.39,278
2010-08-10,BLACK RECORD COVER FRAME,0,3.39,533
2010-08-11,BLACK RECORD COVER FRAME,1,3.75,532
2010-08-12,BLACK RECORD COVER FRAME,0,3.75,532
2010-08-13,BLACK RECORD COVER FRAME,0,3.75,532
2010-08-14,BLACK RECORD COVER FRAME,0,3.75,532
2010-08-15,BLACK RECORD COVER FRAME,0,3.75,532
2010-08-16,BLACK RECORD COVER FRAME,48,3.39,484
2010-08-17,BLACK RECORD COVER FRAME,0,3.39,484
2010-08-18,BLACK RECORD COVER FRAME,0,3.39,484
2010-08-19,BLACK RECORD COVER FRAME,24,3.39,460
2010-08-20,BLACK RECORD COVER FRAME,0,3.39,460
2010-08-21,BLACK RECORD COVER FRAME,0,3.39,460
2010-08-22,BLACK RECORD COVER FRAME,0,3.39,460
2010-08-23,BLACK RECORD COVER FRAME,0,3.39,460
2010-08-24,BLACK RECORD COVER FRAME,48,3.39,485
2010-08-25,BLACK RECORD COVER FRAME,0,3.39,485
2010-08-26,BLACK RECORD COVER FRAME,0,3.39,485
2010-08-27,BLACK RECORD COVER FRAME,0,3.39,485
2010-08-28,BLACK RECORD COVER FRAME,0,3.39,485
2010-08-29,BLACK RECORD COVER FRAME,0,3.39,485
2010-08-30,BLACK RECORD COVER FRAME,0,3.39,485
2010-08-31,BLACK RECORD COVER FRAME,13,3.75,472
2010-09-01,BLACK RECORD COVER FRAME,0,3.75,472
2010-09-02,BLACK RECORD COVER FRAME,2,7.62,470
2010-09-03,BLACK RECORD COVER FRAME,0,7.62,470
2010-09-04,BLACK RECORD COVER FRAME,0,7.62,470
2010-09-05,BLACK RECORD COVER FRAME,0,7.62,470
2010-09-06,BLACK RECORD COVER FRAME,10,4.52,460
2010-09-07,BLACK RECORD COVER FRAME,12,3.75,521
2010-09-08,BLACK RECORD COVER FRAME,2,3.75,519
2010-09-09,BLACK RECORD COVER FRAME,72,3.39,447
2010-09-10,BLACK RECORD COVER FRAME,32,3.75,415
2010-09-11,BLACK RECORD COVER FRAME,0,3.75,415
2010-09-12,BLACK RECORD COVER FRAME,0,3.75,415
2010-09-13,BLACK RECORD COVER FRAME,0,3.75,415
2010-09-14,BLACK RECORD COVER FRAME,4,3.75,411
2010-09-15,BLACK RECORD COVER FRAME,0,3.75,411
2010-09-16,BLACK RECORD COVER FRAME,0,3.75,411
2010-09-17,BLACK RECORD COVER FRAME,0,3.75,411
2010-09-18,BLACK RECORD COVER FRAME,0,3.75,411
2010-09-19,BLACK RECORD COVER FRAME,24,3.39,387
2010-09-20,BLACK RECORD COVER FRAME,0,3.39,387
2010-09-21,BLACK RECORD COVER FRAME,32,3.48,501
2010-09-22,BLACK RECORD COVER FRAME,104,3.42,397
2010-09-23,BLACK RECORD COVER FRAME,25,3.56,372
2010-09-24,BLACK RECORD COVER FRAME,0,3.56,372
2010-09-25,BLACK RECORD COVER FRAME,0,3.56,372
2010-09-26,BLACK RECORD COVER FRAME,12,3.75,360
2010-09-27,BLACK RECORD COVER FRAME,4,3.75,356
2010-09-28,BLACK RECORD COVER FRAME,0,3.75,356
2010-09-29,BLACK RECORD COVER FRAME,0,3.75,356
2010-09-30,BLACK RECORD COVER FRAME,32,3.48,324
2010-10-01,BLACK RECORD COVER FRAME,0,3.48,324
2010-10-02,BLACK RECORD COVER FRAME,0,3.48,324
2010-10-03,BLACK RECORD COVER FRAME,4,3.75,320
2010-10-04,BLACK RECORD COVER FRAME,0,3.75,320
2010-10-05,BLACK RECORD COVER FRAME,48,3.39,485
2010-10-06,BLACK RECORD COVER FRAME,540,3.41,0
2010-10-07,BLACK RECORD COVER FRAME,32,3.48,0
2010-10-08,BLACK RECORD COVER FRAME,18,3.75,0
2010-10-09,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-10,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-11,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-12,BLACK RECORD COVER FRAME,366,3.42,0
2010-10-13,BLACK RECORD COVER FRAME,4,3.75,0
2010-10-14,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-15,BLACK RECORD COVER FRAME,1,3.75,0
2010-10-16,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-17,BLACK RECORD COVER FRAME,30,3.46,0
2010-10-18,BLACK RECORD COVER FRAME,0,3.46,0
2010-10-19,BLACK RECORD COVER FRAME,20,3.75,365
2010-10-20,BLACK RECORD COVER FRAME,240,3.39,125
2010-10-21,BLACK RECORD COVER FRAME,4,3.75,121
2010-10-22,BLACK RECORD COVER FRAME,36,3.51,85
2010-10-23,BLACK RECORD COVER FRAME,0,3.51,85
2010-10-24,BLACK RECORD COVER FRAME,10,3.75,75
2010-10-25,BLACK RECORD COVER FRAME,5,3.75,70
2010-10-26,BLACK RECORD COVER FRAME,169,3.42,0
2010-10-27,BLACK RECORD COVER FRAME,4,3.75,0
2010-10-28,BLACK RECORD COVER FRAME,4,3.75,0
2010-10-29,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-30,BLACK RECORD COVER FRAME,0,3.75,0
2010-10-31,BLACK RECORD COVER FRAME,0,3.75,0
2010-11-01,BLACK RECORD COVER FRAME,0,3.75,0
2010-11-02,BLACK RECORD COVER FRAME,0,3.75,325
2010-11-03,BLACK RECORD COVER FRAME,2,3.75,323
2010-11-04,BLACK RECORD COVER FRAME,3,3.75,320
2010-11-05,BLACK RECORD COVER FRAME,0,3.75,320
2010-11-06,BLACK RECORD COVER FRAME,0,3.75,320
2010-11-07,BLACK RECORD COVER FRAME,8,3.75,312
2010-11-08,BLACK RECORD COVER FRAME,24,3.39,288
2010-11-09,BLACK RECORD COVER FRAME,0,3.39,288
2010-11-10,BLACK RECORD COVER FRAME,363,3.39,0
2010-11-11,BLACK RECORD COVER FRAME,483,3.4,0
2010-11-12,BLACK RECORD COVER FRAME,56,3.44,0
2010-11-13,BLACK RECORD COVER FRAME,0,3.44,0
2010-11-14,BLACK RECORD COVER FRAME,2,3.75,0
2010-11-15,BLACK RECORD COVER FRAME,96,3.39,0
2010-11-16,BLACK RECORD COVER FRAME,0,3.39,385
2010-11-17,BLACK RECORD COVER FRAME,28,3.44,357
2010-11-18,BLACK RECORD COVER FRAME,55,3.51,302
2010-11-19,BLACK RECORD COVER FRAME,0,3.51,302
2010-11-20,BLACK RECORD COVER FRAME,0,3.51,302
2010-11-21,BLACK RECORD COVER FRAME,12,3.75,290
2010-11-22,BLACK RECORD COVER FRAME,2,7.62,288
2010-11-23,BLACK RECORD COVER FRAME,13,3.75,275
2010-11-24,BLACK RECORD COVER FRAME,144,3.39,131
2010-11-25,BLACK RECORD COVER FRAME,24,3.39,107
2010-11-26,BLACK RECORD COVER FRAME,4,3.75,103
2010-11-27,BLACK RECORD COVER FRAME,0,3.75,103
2010-11-28,BLACK RECORD COVER FRAME,3,3.75,100
2010-11-29,BLACK RECORD COVER FRAME,24,3.39,76
2010-11-30,BLACK RECORD COVER FRAME,4,3.75,396
2010-12-01,BLACK RECORD COVER FRAME,1080,3.39,0
2010-12-02,BLACK RECORD COVER FRAME,146,3.39,0
2010-12-03,BLACK RECORD COVER FRAME,0,3.39,0
2010-12-04,BLACK RECORD COVER FRAME,0,3.39,0
2010-12-05,BLACK RECORD COVER FRAME,48,3.39,0
2010-12-06,BLACK RECORD COVER FRAME,1010,3.4,0
2010-12-07,BLACK RECORD COVER FRAME,8,3.75,0
2010-12-08,BLACK RECORD COVER FRAME,16,3.75,0
2010-12-09,BLACK RECORD COVER FRAME,104,3.57,0
2010-12-10,BLACK RECORD COVER FRAME,1,7.62,0
2010-12-11,BLACK RECORD COVER FRAME,0,7.62,0
2010-12-12,BLACK RECORD COVER FRAME,7,3.75,0
2010-12-13,BLACK RECORD COVER FRAME,48,3.39,0
2010-12-14,BLACK RECORD COVER FRAME,31,3.47,383
2010-12-15,BLACK RECORD COVER FRAME,4,3.75,379
2010-12-16,BLACK RECORD COVER FRAME,480,3.39,0
2010-12-17,BLACK RECORD COVER FRAME,12,4.07,0
2010-12-18,BLACK RECORD COVER FRAME,0,4.07,0
2010-12-19,BLACK RECORD COVER FRAME,0,4.07,0
2010-12-20,BLACK RECORD COVER FRAME,6,3.75,0
2010-12-21,BLACK RECORD COVER FRAME,1,7.62,0
2010-12-22,BLACK RECORD COVER FRAME,0,7.62,0
2010-12-23,BLACK RECORD COVER FRAME,48,3.39,0
2010-12-24,BLACK RECORD COVER FRAME,0,3.39,0
2010-12-25,BLACK RECORD COVER FRAME,0,3.39,0
2010-12-26,BLACK RECORD COVER FRAME,0,3.39,0
2010-12-27,BLACK RECORD COVER FRAME,0,3.39,0
2010-12-28,BLACK RECORD COVER FRAME,0,3.39,395
2010-12-29,BLACK RECORD COVER FRAME,0,3.39,395
2010-12-30,BLACK RECORD COVER FRAME,0,3.39,395
2010-12-31,BLACK RECORD COVER FRAME,0,3.39,395
2011-01-01,BLACK RECORD COVER FRAME,0,3.39,395
2011-01-02,BLACK RECORD COVER FRAME,0,3.39,395
2011-01-03,BLACK RECORD COVER FRAME,0,3.39,395
2011-01-04,BLACK RECORD COVER FRAME,29,3.45,366
2011-01-05,BLACK RECORD COVER FRAME,0,3.45,366
2011-01-06,BLACK RECORD COVER FRAME,48,3.39,318
2011-01-07,BLACK RECORD COVER FRAME,100,3.4,218
2011-01-08,BLACK RECORD COVER FRAME,0,3.4,218
2011-01-09,BLACK RECORD COVER FRAME,0,3.4,218
2011-01-10,BLACK RECORD COVER FRAME,0,3.4,218
2011-01-11,BLACK RECORD COVER FRAME,17,3.75,516
2011-01-12,BLACK RECORD COVER FRAME,3,3.75,513
2011-01-13,BLACK RECORD COVER FRAME,0,3.75,513
2011-01-14,BLACK RECORD COVER FRAME,0,3.75,513
2011-01-15,BLACK RECORD COVER FRAME,0,3.75,513
2011-01-16,BLACK RECORD COVER FRAME,0,3.75,513
2011-01-17,BLACK RECORD COVER FRAME,12,4.99,501
2011-01-18,BLACK RECORD COVER FRAME,8,3.75,493
2011-01-19,BLACK RECORD COVER FRAME,4,3.75,489
2011-01-20,BLACK RECORD COVER FRAME,0,3.75,489
2011-01-21,BLACK RECORD COVER FRAME,0,3.75,489
2011-01-22,BLACK RECORD COVER FRAME,0,3.75,489
2011-01-23,BLACK RECORD COVER FRAME,0,3.75,489
2011-01-24,BLACK RECORD COVER FRAME,0,3.75,489
2011-01-25,BLACK RECORD COVER FRAME,0,3.75,533
2011-01-26,BLACK RECORD COVER FRAME,0,3.75,533
2011-01-27,BLACK RECORD COVER FRAME,0,3.75,533
2011-01-28,BLACK RECORD COVER FRAME,0,3.75,533
2011-01-29,BLACK RECORD COVER FRAME,0,3.75,533
2011-01-30,BLACK RECORD COVER FRAME,3,3.75,530
2011-01-31,BLACK RECORD COVER FRAME,8,3.75,522
2011-02-01,BLACK RECORD COVER FRAME,24,3.39,498
2011-02-02,BLACK RECORD COVER FRAME,76,3.41,422
2011-02-03,BLACK RECORD COVER FRAME,480,3.39,0
2011-02-04,BLACK RECORD COVER FRAME,4,3.75,0
2011-02-05,BLACK RECORD COVER FRAME,0,3.75,0
2011-02-06,BLACK RECORD COVER FRAME,0,3.75,0
2011-02-07,BLACK RECORD COVER FRAME,0,3.75,0
2011-02-08,BLACK RECORD COVER FRAME,0,3.75,339
2011-02-09,BLACK RECORD COVER FRAME,0,3.75,339
2011-02-10,BLACK RECORD COVER FRAME,0,3.75,339
2011-02-11,BLACK RECORD COVER FRAME,0,3.75,339
2011-02-12,BLACK RECORD COVER FRAME,0,3.75,339
2011-02-13,BLACK RECORD COVER FRAME,0,3.75,339
2011-02-14,BLACK RECORD COVER FRAME,12,3.75,327
2011-02-15,BLACK RECORD COVER FRAME,0,3.75,327
2011-02-16,BLACK RECORD COVER FRAME,24,3.39,303
2011-02-17,BLACK RECORD COVER FRAME,4,3.75,299
2011-02-18,BLACK RECORD COVER FRAME,0,3.75,299
2011-02-19,BLACK RECORD COVER FRAME,0,3.75,299
2011-02-20,BLACK RECORD COVER FRAME,0,3.75,299
2011-02-21,BLACK RECORD COVER FRAME,16,3.75,283
2011-02-22,BLACK RECORD COVER FRAME,49,3.47,484
2011-02-23,BLACK RECORD COVER FRAME,0,3.47,484
2011-02-24,BLACK RECORD COVER FRAME,4,3.75,480
2011-02-25,BLACK RECORD COVER FRAME,0,3.75,480
2011-02-26,BLACK RECORD COVER FRAME,0,3.75,480
2011-02-27,BLACK RECORD COVER FRAME,0,3.75,480
2011-02-28,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-01,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-02,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-03,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-04,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-05,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-06,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-07,BLACK RECORD COVER FRAME,0,3.75,480
2011-03-08,BLACK RECORD COVER FRAME,0,3.75,533
2011-03-09,BLACK RECORD COVER FRAME,0,3.75,533
2011-03-10,BLACK RECORD COVER FRAME,6,3.75,527
2011-03-11,BLACK RECORD COVER FRAME,0,3.75,527
2011-03-12,BLACK RECORD COVER FRAME,0,3.75,527
2011-03-13,BLACK RECORD COVER FRAME,0,3.75,527
2011-03-14,BLACK RECORD COVER FRAME,0,3.75,527
2011-03-15,BLACK RECORD COVER FRAME,8,3.75,519
2011-03-16,BLACK RECORD COVER FRAME,27,3.43,492
2011-03-17,BLACK RECORD COVER FRAME,24,3.39,468
2011-03-18,BLACK RECORD COVER FRAME,48,3.39,420
2011-03-19,BLACK RECORD COVER FRAME,0,3.39,420
2011-03-20,BLACK RECORD COVER FRAME,13,3.75,407
2011-03-21,BLACK RECORD COVER FRAME,0,3.75,407
2011-03-22,BLACK RECORD COVER FRAME,0,3.75,533
2011-03-23,BLACK RECORD COVER FRAME,70,4.03,463
2011-03-24,BLACK RECORD COVER FRAME,11,3.75,452
2011-03-25,BLACK RECORD COVER FRAME,24,3.39,428
2011-03-26,BLACK RECORD COVER FRAME,0,3.39,428
2011-03-27,BLACK RECORD COVER FRAME,12,3.75,416
2011-03-28,BLACK RECORD COVER FRAME,8,3.75,408
2011-03-29,BLACK RECORD COVER FRAME,24,3.39,384
2011-03-30,BLACK RECORD COVER FRAME,6,7.46,378
2011-03-31,BLACK RECORD COVER FRAME,8,3.75,370
2011-04-01,BLACK RECORD COVER FRAME,0,3.75,370
2011-04-02,BLACK RECORD COVER FRAME,0,3.75,370
2011-04-03,BLACK RECORD COVER FRAME,4,3.75,366
2011-04-04,BLACK RECORD COVER FRAME,2,3.75,364
2011-04-05,BLACK RECORD COVER FRAME,0,3.75,533
2011-04-06,BLACK RECORD COVER FRAME,0,3.75,533
2011-04-07,BLACK RECORD COVER FRAME,9,3.75,524
2011-04-08,BLACK RECORD COVER FRAME,0,3.75,524
2011-04-09,BLACK RECORD COVER FRAME,0,3.75,524
2011-04-10,BLACK RECORD COVER FRAME,0,3.75,524
2011-04-11,BLACK RECORD COVER FRAME,0,3.75,524
2011-04-12,BLACK RECORD COVER FRAME,0,3.75,524
2011-04-13,BLACK RECORD COVER FRAME,0,3.75,524
2011-04-14,BLACK RECORD COVER FRAME,60,3.46,464
2011-04-15,BLACK RECORD COVER FRAME,24,3.39,440
2011-04-16,BLACK RECORD COVER FRAME,0,3.39,440
2011-04-17,BLACK RECORD COVER FRAME,0,3.39,440
2011-04-18,BLACK RECORD COVER FRAME,14,3.75,426
2011-04-19,BLACK RECORD COVER FRAME,0,3.75,533
2011-04-20,BLACK RECORD COVER FRAME,96,3.48,437
2011-04-21,BLACK RECORD COVER FRAME,0,3.48,437
2011-04-22,BLACK RECORD COVER FRAME,0,3.48,437
2011-04-23,BLACK RECORD COVER FRAME,0,3.48,437
2011-04-24,BLACK RECORD COVER FRAME,0,3.48,437
2011-04-25,BLACK RECORD COVER FRAME,0,3.48,437
2011-04-26,BLACK RECORD COVER FRAME,8,3.75,429
2011-04-27,BLACK RECORD COVER FRAME,0,3.75,429
2011-04-28,BLACK RECORD COVER FRAME,28,3.44,401
2011-04-29,BLACK RECORD COVER FRAME,0,3.44,401
2011-04-30,BLACK RECORD COVER FRAME,0,3.44,401
2011-05-01,BLACK RECORD COVER FRAME,2,3.75,399
2011-05-02,BLACK RECORD COVER FRAME,0,3.75,399
2011-05-03,BLACK RECORD COVER FRAME,314,3.39,219
2011-05-04,BLACK RECORD COVER FRAME,76,3.41,143
2011-05-05,BLACK RECORD COVER FRAME,2,7.46,141
2011-05-06,BLACK RECORD COVER FRAME,4,3.75,137
2011-05-07,BLACK RECORD COVER FRAME,0,3.75,137
2011-05-08,BLACK RECORD COVER FRAME,0,3.75,137
2011-05-09,BLACK RECORD COVER FRAME,32,3.48,105
2011-05-10,BLACK RECORD COVER FRAME,24,3.39,81
2011-05-11,BLACK RECORD COVER FRAME,0,3.39,81
2011-05-12,BLACK RECORD COVER FRAME,8,3.75,73
2011-05-13,BLACK RECORD COVER FRAME,15,3.75,58
2011-05-14,BLACK RECORD COVER FRAME,0,3.75,58
2011-05-15,BLACK RECORD COVER FRAME,2,3.75,56
2011-05-16,BLACK RECORD COVER FRAME,28,3.44,28
2011-05-17,BLACK RECORD COVER FRAME,8,3.75,441
2011-05-18,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-19,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-20,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-21,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-22,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-23,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-24,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-25,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-26,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-27,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-28,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-29,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-30,BLACK RECORD COVER FRAME,0,3.75,441
2011-05-31,BLACK RECORD COVER FRAME,0,3.75,533
2011-06-01,BLACK RECORD COVER FRAME,0,3.75,533
2011-06-02,BLACK RECORD COVER FRAME,0,3.75,533
2011-06-03,BLACK RECORD COVER FRAME,336,3.39,197
2011-06-04,BLACK RECORD COVER FRAME,0,3.39,197
2011-06-05,BLACK RECORD COVER FRAME,168,3.39,29
2011-06-06,BLACK RECORD COVER FRAME,0,3.39,29
2011-06-07,BLACK RECORD COVER FRAME,8,3.75,21
2011-06-08,BLACK RECORD COVER FRAME,0,3.75,21
2011-06-09,BLACK RECORD COVER FRAME,7,4.28,14
2011-06-10,BLACK RECORD COVER FRAME,3,3.75,11
2011-06-11,BLACK RECORD COVER FRAME,0,3.75,11
2011-06-12,BLACK RECORD COVER FRAME,0,3.75,11
2011-06-13,BLACK RECORD COVER FRAME,370,3.42,0
2011-06-14,BLACK RECORD COVER FRAME,1,7.46,380
2011-06-15,BLACK RECORD COVER FRAME,193,3.39,187
2011-06-16,BLACK RECORD COVER FRAME,301,3.41,0
2011-06-17,BLACK RECORD COVER FRAME,0,3.41,0
2011-06-18,BLACK RECORD COVER FRAME,0,3.41,0
2011-06-19,BLACK RECORD COVER FRAME,0,3.41,0
2011-06-20,BLACK RECORD COVER FRAME,15,4.24,0
2011-06-21,BLACK RECORD COVER FRAME,108,3.43,0
2011-06-22,BLACK RECORD COVER FRAME,0,3.43,0
2011-06-23,BLACK RECORD COVER FRAME,0,3.43,0
2011-06-24,BLACK RECORD COVER FRAME,8,3.75,0
2011-06-25,BLACK RECORD COVER FRAME,0,3.75,0
2011-06-26,BLACK RECORD COVER FRAME,0,3.75,0
2011-06-27,BLACK RECORD COVER FRAME,120,3.39,0
2011-06-28,BLACK RECORD COVER FRAME,0,3.39,394
2011-06-29,BLACK RECORD COVER FRAME,0,3.39,394
2011-06-30,BLACK RECORD COVER FRAME,40,3.53,354
2011-07-01,BLACK RECORD COVER FRAME,76,3.41,278
2011-07-02,BLACK RECORD COVER FRAME,0,3.41,278
2011-07-03,BLACK RECORD COVER FRAME,0,3.41,278
2011-07-04,BLACK RECORD COVER FRAME,5,5.98,273
2011-07-05,BLACK RECORD COVER FRAME,20,3.75,253
2011-07-06,BLACK RECORD COVER FRAME,5,3.75,248
2011-07-07,BLACK RECORD COVER FRAME,0,3.75,248
2011-07-08,BLACK RECORD COVER FRAME,48,3.39,200
2011-07-09,BLACK RECORD COVER FRAME,0,3.39,200
2011-07-10,BLACK RECORD COVER FRAME,12,3.75,188
2011-07-11,BLACK RECORD COVER FRAME,0,3.75,188
2011-07-12,BLACK RECORD COVER FRAME,0,3.75,533
2011-07-13,BLACK RECORD COVER FRAME,72,3.39,461
2011-07-14,BLACK RECORD COVER FRAME,4,3.75,457
2011-07-15,BLACK RECORD COVER FRAME,24,3.39,433
2011-07-16,BLACK RECORD COVER FRAME,0,3.39,433
2011-07-17,BLACK RECORD COVER FRAME,0,3.39,433
2011-07-18,BLACK RECORD COVER FRAME,0,3.39,433
2011-07-19,BLACK RECORD COVER FRAME,1,3.75,432
2011-07-20,BLACK RECORD COVER FRAME,73,3.45,359
2011-07-21,BLACK RECORD COVER FRAME,0,3.45,359
2011-07-22,BLACK RECORD COVER FRAME,108,3.43,251
2011-07-23,BLACK RECORD COVER FRAME,0,3.43,251
2011-07-24,BLACK RECORD COVER FRAME,72,3.39,179
2011-07-25,BLACK RECORD COVER FRAME,0,3.39,179
2011-07-26,BLACK RECORD COVER FRAME,29,3.58,504
2011-07-27,BLACK RECORD COVER FRAME,9,3.75,495
2011-07-28,BLACK RECORD COVER FRAME,30,3.46,465
2011-07-29,BLACK RECORD COVER FRAME,48,3.39,417
2011-07-30,BLACK RECORD COVER FRAME,0,3.39,417
2011-07-31,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-01,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-02,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-03,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-04,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-05,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-06,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-07,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-08,BLACK RECORD COVER FRAME,0,3.39,417
2011-08-09,BLACK RECORD COVER FRAME,0,3.39,533
2011-08-10,BLACK RECORD COVER FRAME,25,3.4,508
2011-08-11,BLACK RECORD COVER FRAME,0,3.4,508
2011-08-12,BLACK RECORD COVER FRAME,48,3.39,460
2011-08-13,BLACK RECORD COVER FRAME,0,3.39,460
2011-08-14,BLACK RECORD COVER FRAME,0,3.39,460
2011-08-15,BLACK RECORD COVER FRAME,48,3.39,412
2011-08-16,BLACK RECORD COVER FRAME,0,3.39,412
2011-08-17,BLACK RECORD COVER FRAME,1,3.75,411
2011-08-18,BLACK RECORD COVER FRAME,168,3.39,243
2011-08-19,BLACK RECORD COVER FRAME,5,3.75,238
2011-08-20,BLACK RECORD COVER FRAME,0,3.75,238
2011-08-21,BLACK RECORD COVER FRAME,48,3.39,190
2011-08-22,BLACK RECORD COVER FRAME,4,3.75,186
2011-08-23,BLACK RECORD COVER FRAME,0,3.75,533
2011-08-24,BLACK RECORD COVER FRAME,4,3.75,529
2011-08-25,BLACK RECORD COVER FRAME,12,3.75,517
2011-08-26,BLACK RECORD COVER FRAME,0,3.75,517
2011-08-27,BLACK RECORD COVER FRAME,0,3.75,517
2011-08-28,BLACK RECORD COVER FRAME,0,3.75,517
2011-08-29,BLACK RECORD COVER FRAME,0,3.75,517
2011-08-30,BLACK RECORD COVER FRAME,4,7.46,513
2011-08-31,BLACK RECORD COVER FRAME,0,7.46,513
2011-09-01,BLACK RECORD COVER FRAME,0,7.46,513
2011-09-02,BLACK RECORD COVER FRAME,96,3.39,417
2011-09-03,BLACK RECORD COVER FRAME,0,3.39,417
2011-09-04,BLACK RECORD COVER FRAME,76,3.41,341
2011-09-05,BLACK RECORD COVER FRAME,4,3.75,337
2011-09-06,BLACK RECORD COVER FRAME,0,3.75,533
2011-09-07,BLACK RECORD COVER FRAME,0,3.75,533
2011-09-08,BLACK RECORD COVER FRAME,0,3.75,533
2011-09-09,BLACK RECORD COVER FRAME,0,3.75,533
